student_id,name,email,college_id,department_id,skills
1999,Student 1999,student1999@college.edu,1,Marketing,"Marketing, Python, Accounting"
2000,Student 2000,student2000@college.edu,1,HR,"Power BI, Marketing, Data Analysis"
2001,Student 2001,student2001@college.edu,1,Marketing,"Auditing, Data Analysis, Accounting"
2002,Student 2002,student2002@college.edu,2,HR,"Accounting, Finance, Auditing"
2003,Student 2003,student2003@college.edu,1,HR,"Data Analysis, Excel, HR"
2004,Student 2004,student2004@college.edu,2,Business Analytics,"Taxation, HR, Python"
2005,Student 2005,student2005@college.edu,1,Finance,"Excel, Data Analysis, HR"
2006,Student 2006,student2006@college.edu,1,Accounting,"Auditing, Taxation, Data Analysis"
2007,Student 2007,student2007@college.edu,2,Business Analytics,"Marketing, Auditing, Python"
2008,Student 2008,student2008@college.edu,1,Marketing,"Marketing, Finance, Excel"
2009,Student 2009,student2009@college.edu,2,Accounting,"HR, Marketing, Auditing"
2010,Student 2010,student2010@college.edu,1,Marketing,"Auditing, HR, Finance"
2011,Student 2011,student2011@college.edu,2,Marketing,"Python, Taxation, Accounting"
2012,Student 2012,student2012@college.edu,2,Finance,"Marketing, Auditing, Accounting"
2013,Student 2013,student2013@college.edu,2,Finance,"Excel, Taxation, Marketing"
2014,Student 2014,student2014@college.edu,1,HR,"Excel, HR, Data Analysis"
2015,Student 2015,student2015@college.edu,1,HR,"Excel, Auditing, Python"
2016,Student 2016,student2016@college.edu,2,HR,"Taxation, Power BI, Marketing"
2017,Student 2017,student2017@college.edu,1,Accounting,"Finance, Data Analysis, Python"
2018,Student 2018,student2018@college.edu,1,Accounting,"Power BI, Finance, Excel"
2019,Student 2019,student2019@college.edu,2,Finance,"Auditing, Power BI, Taxation"
2020,Student 2020,student2020@college.edu,1,Accounting,"Power BI, Auditing, Finance"
2021,Student 2021,student2021@college.edu,2,Accounting,"HR, Marketing, Taxation"
2022,Student 2022,student2022@college.edu,1,Business Analytics,"Marketing, Taxation, Power BI"
2023,Student 2023,student2023@college.edu,1,Accounting,"Excel, Marketing, HR"
2024,Student 2024,student2024@college.edu,2,Accounting,"Accounting, Marketing, Power BI"
2025,Student 2025,student2025@college.edu,1,HR,"Finance, Accounting, Marketing"
2026,Student 2026,student2026@college.edu,2,HR,"Python, Data Analysis, Excel"
2027,Student 2027,student2027@college.edu,1,Marketing,"HR, Marketing, Auditing"
2028,Student 2028,student2028@college.edu,2,Business Analytics,"Excel, Auditing, Data Analysis"
2029,Student 2029,student2029@college.edu,2,HR,"Finance, Auditing, Power BI"
2030,Student 2030,student2030@college.edu,2,HR,"Excel, Marketing, HR"
2031,Student 2031,student2031@college.edu,1,Finance,"Marketing, HR, Excel"
2032,Student 2032,student2032@college.edu,1,Business Analytics,"HR, Python, Power BI"
2033,Student 2033,student2033@college.edu,1,Marketing,"Excel, HR, Python"
2034,Student 2034,student2034@college.edu,2,Accounting,"Finance, Power BI, HR"
2035,Student 2035,student2035@college.edu,1,Accounting,"Power BI, Excel, Auditing"
2036,Student 2036,student2036@college.edu,2,Finance,"HR, Data Analysis, Auditing"
2037,Student 2037,student2037@college.edu,1,Finance,"Finance, Power BI, Marketing"
2038,Student 2038,student2038@college.edu,1,Accounting,"HR, Data Analysis, Marketing"
2039,Student 2039,student2039@college.edu,2,HR,"Python, Auditing, Marketing"
2040,Student 2040,student2040@college.edu,1,Finance,"Data Analysis, Python, Excel"
2041,Student 2041,student2041@college.edu,2,Accounting,"Power BI, Taxation, Auditing"
2042,Student 2042,student2042@college.edu,1,Accounting,"Excel, Auditing, Taxation"
2043,Student 2043,student2043@college.edu,2,Marketing,"Python, Excel, Auditing"
2044,Student 2044,student2044@college.edu,2,Marketing,"Accounting, HR, Excel"
2045,Student 2045,student2045@college.edu,2,Marketing,"Taxation, HR, Marketing"
2046,Student 2046,student2046@college.edu,1,Marketing,"Auditing, Accounting, HR"
2047,Student 2047,student2047@college.edu,1,Business Analytics,"Excel, Power BI, Accounting"
2048,Student 2048,student2048@college.edu,1,Finance,"Excel, Accounting, Taxation"
2049,Student 2049,student2049@college.edu,2,HR,"Auditing, Power BI, Taxation"
2050,Student 2050,student2050@college.edu,1,Marketing,"Taxation, Finance, Accounting"
2051,Student 2051,student2051@college.edu,2,HR,"Excel, Power BI, Marketing"
2052,Student 2052,student2052@college.edu,1,Accounting,"Power BI, Marketing, HR"
2053,Student 2053,student2053@college.edu,1,Business Analytics,"Excel, Python, Power BI"
2054,Student 2054,student2054@college.edu,2,Business Analytics,"Python, Marketing, Accounting"
2055,Student 2055,student2055@college.edu,1,Finance,"Accounting, Taxation, Finance"
2056,Student 2056,student2056@college.edu,2,Finance,"Finance, Accounting, Auditing"
2057,Student 2057,student2057@college.edu,1,Finance,"Excel, Accounting, Finance"
2058,Student 2058,student2058@college.edu,2,Accounting,"Marketing, Accounting, Power BI"
2059,Student 2059,student2059@college.edu,2,Finance,"Accounting, Marketing, Data Analysis"
2060,Student 2060,student2060@college.edu,2,Business Analytics,"Data Analysis, Auditing, Python"
2061,Student 2061,student2061@college.edu,1,Accounting,"Accounting, Auditing, Taxation"
2062,Student 2062,student2062@college.edu,1,HR,"HR, Python, Accounting"
2063,Student 2063,student2063@college.edu,1,Finance,"Data Analysis, Finance, HR"
2064,Student 2064,student2064@college.edu,2,Finance,"Accounting, Excel, Auditing"
2065,Student 2065,student2065@college.edu,1,Marketing,"Power BI, Taxation, Marketing"
2066,Student 2066,student2066@college.edu,2,Finance,"Power BI, Excel, Marketing"
2067,Student 2067,student2067@college.edu,1,Business Analytics,"HR, Data Analysis, Auditing"
2068,Student 2068,student2068@college.edu,1,Finance,"Excel, Auditing, Data Analysis"
2069,Student 2069,student2069@college.edu,2,Marketing,"Power BI, Data Analysis, Excel"
2070,Student 2070,student2070@college.edu,1,Accounting,"Accounting, Excel, Power BI"
2071,Student 2071,student2071@college.edu,2,Finance,"Finance, Marketing, Excel"
2072,Student 2072,student2072@college.edu,1,Business Analytics,"Finance, Marketing, Excel"
2073,Student 2073,student2073@college.edu,2,Business Analytics,"Marketing, HR, Accounting"
2074,Student 2074,student2074@college.edu,2,Marketing,"Taxation, HR, Excel"
2075,Student 2075,student2075@college.edu,2,Marketing,"Marketing, Excel, Power BI"
2076,Student 2076,student2076@college.edu,1,Accounting,"Auditing, Taxation, Marketing"
2077,Student 2077,student2077@college.edu,1,HR,"Accounting, Power BI, Data Analysis"
2078,Student 2078,student2078@college.edu,2,HR,"Python, Finance, Excel"
2079,Student 2079,student2079@college.edu,1,Marketing,"Finance, Python, Taxation"
2080,Student 2080,student2080@college.edu,2,Accounting,"Excel, Finance, HR"
2081,Student 2081,student2081@college.edu,1,Accounting,"Excel, Accounting, Data Analysis"
2082,Student 2082,student2082@college.edu,2,Marketing,"HR, Marketing, Taxation"
2083,Student 2083,student2083@college.edu,1,HR,"Finance, Excel, Data Analysis"
2084,Student 2084,student2084@college.edu,1,Finance,"Excel, Power BI, Auditing"
2085,Student 2085,student2085@college.edu,2,Marketing,"Finance, Accounting, Data Analysis"
2086,Student 2086,student2086@college.edu,1,Business Analytics,"Excel, Data Analysis, Python"
2087,Student 2087,student2087@college.edu,2,Accounting,"Taxation, Excel, Data Analysis"
2088,Student 2088,student2088@college.edu,1,Accounting,"Taxation, Data Analysis, Python"
2089,Student 2089,student2089@college.edu,2,Marketing,"Data Analysis, Python, Accounting"
2090,Student 2090,student2090@college.edu,2,HR,"Marketing, Excel, HR"
2091,Student 2091,student2091@college.edu,2,HR,"HR, Taxation, Data Analysis"
2092,Student 2092,student2092@college.edu,1,Finance,"Auditing, Data Analysis, Power BI"
2093,Student 2093,student2093@college.edu,1,Marketing,"Python, HR, Marketing"
2094,Student 2094,student2094@college.edu,1,Marketing,"HR, Taxation, Power BI"
2095,Student 2095,student2095@college.edu,2,Finance,"Power BI, Data Analysis, Excel"
2096,Student 2096,student2096@college.edu,1,HR,"Marketing, Auditing, Excel"
2097,Student 2097,student2097@college.edu,2,Business Analytics,"Power BI, Accounting, Taxation"
2098,Student 2098,student2098@college.edu,1,Finance,"Python, Power BI, Marketing"
2099,Student 2099,student2099@college.edu,1,Marketing,"HR, Finance, Power BI"
2100,Student 2100,student2100@college.edu,2,Finance,"Excel, Marketing, Data Analysis"
2101,Student 2101,student2101@college.edu,1,HR,"Data Analysis, Auditing, Finance"
2102,Student 2102,student2102@college.edu,2,Finance,"Data Analysis, Python, Taxation"
2103,Student 2103,student2103@college.edu,1,Business Analytics,"Data Analysis, Auditing, HR"
2104,Student 2104,student2104@college.edu,2,Finance,"Marketing, Accounting, Data Analysis"
2105,Student 2105,student2105@college.edu,2,Accounting,"HR, Taxation, Finance"
2106,Student 2106,student2106@college.edu,2,Finance,"Auditing, Python, Excel"
2107,Student 2107,student2107@college.edu,1,Marketing,"Auditing, Accounting, Finance"
2108,Student 2108,student2108@college.edu,1,Marketing,"Accounting, Auditing, Finance"
2109,Student 2109,student2109@college.edu,1,Accounting,"Data Analysis, Accounting, Python"
2110,Student 2110,student2110@college.edu,2,Business Analytics,"Marketing, Power BI, Finance"
2111,Student 2111,student2111@college.edu,1,Finance,"Finance, Power BI, Marketing"
2112,Student 2112,student2112@college.edu,2,Marketing,"Power BI, Auditing, Finance"
2113,Student 2113,student2113@college.edu,1,HR,"Auditing, Data Analysis, Accounting"
2114,Student 2114,student2114@college.edu,1,Business Analytics,"Taxation, Accounting, Power BI"
2115,Student 2115,student2115@college.edu,2,Finance,"Data Analysis, Taxation, Power BI"
2116,Student 2116,student2116@college.edu,1,Finance,"Taxation, Python, Excel"
2117,Student 2117,student2117@college.edu,2,HR,"Taxation, Marketing, HR"
2118,Student 2118,student2118@college.edu,1,Marketing,"Accounting, Auditing, Python"
2119,Student 2119,student2119@college.edu,2,Marketing,"Auditing, Finance, Marketing"
2120,Student 2120,student2120@college.edu,2,Accounting,"Auditing, Accounting, Data Analysis"
2121,Student 2121,student2121@college.edu,2,Business Analytics,"HR, Auditing, Finance"
2122,Student 2122,student2122@college.edu,1,Finance,"Taxation, HR, Python"
2123,Student 2123,student2123@college.edu,1,HR,"Auditing, Marketing, Accounting"
2124,Student 2124,student2124@college.edu,1,Business Analytics,"Taxation, Finance, Marketing"
2125,Student 2125,student2125@college.edu,2,Marketing,"Data Analysis, Accounting, Finance"
2126,Student 2126,student2126@college.edu,1,Finance,"Taxation, Marketing, Python"
2127,Student 2127,student2127@college.edu,2,HR,"Taxation, Python, Accounting"
2128,Student 2128,student2128@college.edu,1,Finance,"Power BI, Data Analysis, Marketing"
2129,Student 2129,student2129@college.edu,1,Marketing,"Data Analysis, Python, Power BI"
2130,Student 2130,student2130@college.edu,2,HR,"Power BI, Auditing, Finance"
2131,Student 2131,student2131@college.edu,1,Finance,"Accounting, Power BI, Marketing"
2132,Student 2132,student2132@college.edu,2,Marketing,"Power BI, HR, Accounting"
2133,Student 2133,student2133@college.edu,1,HR,"Excel, Marketing, Data Analysis"
2134,Student 2134,student2134@college.edu,2,Finance,"Finance, Auditing, Excel"
2135,Student 2135,student2135@college.edu,2,Business Analytics,"Marketing, Data Analysis, Finance"
2136,Student 2136,student2136@college.edu,2,Business Analytics,"HR, Power BI, Taxation"
2137,Student 2137,student2137@college.edu,1,HR,"Power BI, Python, HR"
2138,Student 2138,student2138@college.edu,1,Marketing,"Data Analysis, Finance, HR"
2139,Student 2139,student2139@college.edu,2,Business Analytics,"Marketing, Finance, HR"
2140,Student 2140,student2140@college.edu,1,Marketing,"Auditing, Marketing, Python"
2141,Student 2141,student2141@college.edu,2,Marketing,"Auditing, HR, Accounting"
2142,Student 2142,student2142@college.edu,1,Finance,"Finance, Accounting, Marketing"
2143,Student 2143,student2143@college.edu,2,HR,"Python, Power BI, Excel"
2144,Student 2144,student2144@college.edu,1,Accounting,"Data Analysis, Accounting, Finance"
2145,Student 2145,student2145@college.edu,1,Accounting,"Finance, Python, Power BI"
2146,Student 2146,student2146@college.edu,2,Marketing,"Data Analysis, Accounting, Marketing"
2147,Student 2147,student2147@college.edu,1,Finance,"HR, Python, Data Analysis"
2148,Student 2148,student2148@college.edu,2,Finance,"Auditing, HR, Taxation"
2149,Student 2149,student2149@college.edu,1,Finance,"Auditing, Power BI, Finance"
2150,Student 2150,student2150@college.edu,2,HR,"Auditing, Excel, HR"
2151,Student 2151,student2151@college.edu,2,Marketing,"Power BI, Python, Marketing"
2152,Student 2152,student2152@college.edu,2,Business Analytics,"Taxation, Accounting, Finance"
2153,Student 2153,student2153@college.edu,1,Finance,"HR, Taxation, Data Analysis"
2154,Student 2154,student2154@college.edu,1,HR,"Finance, Data Analysis, Marketing"
2155,Student 2155,student2155@college.edu,1,Marketing,"Taxation, Data Analysis, Auditing"
2156,Student 2156,student2156@college.edu,2,HR,"Excel, Accounting, Power BI"
2157,Student 2157,student2157@college.edu,1,Accounting,"Marketing, Power BI, Excel"
2158,Student 2158,student2158@college.edu,2,Accounting,"HR, Taxation, Excel"
2159,Student 2159,student2159@college.edu,1,Business Analytics,"Accounting, Python, Taxation"
2160,Student 2160,student2160@college.edu,1,Finance,"Power BI, Taxation, Marketing"
2161,Student 2161,student2161@college.edu,2,HR,"Accounting, Excel, HR"
2162,Student 2162,student2162@college.edu,1,Accounting,"Excel, Data Analysis, HR"
2163,Student 2163,student2163@college.edu,2,Business Analytics,"Finance, Auditing, Taxation"
2164,Student 2164,student2164@college.edu,1,HR,"Data Analysis, Taxation, Finance"
2165,Student 2165,student2165@college.edu,2,Accounting,"HR, Auditing, Data Analysis"
2166,Student 2166,student2166@college.edu,2,Marketing,"Auditing, Marketing, Taxation"
2167,Student 2167,student2167@college.edu,2,HR,"Data Analysis, Excel, Taxation"
2168,Student 2168,student2168@college.edu,1,HR,"Python, Marketing, Auditing"
2169,Student 2169,student2169@college.edu,1,Business Analytics,"Python, Finance, HR"
2170,Student 2170,student2170@college.edu,1,HR,"Power BI, Excel, Auditing"
2171,Student 2171,student2171@college.edu,2,Marketing,"Auditing, Marketing, HR"
2172,Student 2172,student2172@college.edu,1,Accounting,"Marketing, Auditing, Python"
2173,Student 2173,student2173@college.edu,2,Finance,"Excel, Accounting, Data Analysis"
2174,Student 2174,student2174@college.edu,1,Finance,"Data Analysis, Auditing, HR"
2175,Student 2175,student2175@college.edu,1,Business Analytics,"Accounting, Finance, Data Analysis"
2176,Student 2176,student2176@college.edu,2,Finance,"Power BI, Excel, Accounting"
2177,Student 2177,student2177@college.edu,1,Marketing,"Accounting, HR, Power BI"
2178,Student 2178,student2178@college.edu,2,Finance,"Marketing, Finance, Power BI"
2179,Student 2179,student2179@college.edu,1,HR,"Finance, Auditing, HR"
2180,Student 2180,student2180@college.edu,2,Finance,"Data Analysis, Taxation, Power BI"
2181,Student 2181,student2181@college.edu,2,Accounting,"Accounting, Excel, Taxation"
2182,Student 2182,student2182@college.edu,2,Finance,"HR, Accounting, Auditing"
2183,Student 2183,student2183@college.edu,1,HR,"HR, Power BI, Python"
2184,Student 2184,student2184@college.edu,1,HR,"Auditing, Excel, Accounting"
2185,Student 2185,student2185@college.edu,1,HR,"HR, Auditing, Power BI"
2186,Student 2186,student2186@college.edu,2,Finance,"Data Analysis, Finance, Python"
2187,Student 2187,student2187@college.edu,1,Finance,"Power BI, Taxation, Auditing"
2188,Student 2188,student2188@college.edu,2,Finance,"Data Analysis, Taxation, Finance"
2189,Student 2189,student2189@college.edu,1,Marketing,"Python, Power BI, Finance"
2190,Student 2190,student2190@college.edu,1,Business Analytics,"Finance, Power BI, Auditing"
2191,Student 2191,student2191@college.edu,2,HR,"Taxation, Power BI, Auditing"
2192,Student 2192,student2192@college.edu,1,HR,"Power BI, Data Analysis, Taxation"
2193,Student 2193,student2193@college.edu,2,Accounting,"Power BI, Auditing, Taxation"
2194,Student 2194,student2194@college.edu,1,Accounting,"Power BI, Marketing, Data Analysis"
2195,Student 2195,student2195@college.edu,2,Marketing,"HR, Accounting, Data Analysis"
2196,Student 2196,student2196@college.edu,2,Finance,"Taxation, Finance, Auditing"
2197,Student 2197,student2197@college.edu,2,Finance,"Auditing, HR, Marketing"
2198,Student 2198,student2198@college.edu,1,Finance,"Data Analysis, Power BI, Taxation"
2199,Student 2199,student2199@college.edu,1,Marketing,"Taxation, Finance, Power BI"
2200,Student 2200,student2200@college.edu,2,Accounting,"HR, Auditing, Taxation"
2201,Student 2201,student2201@college.edu,1,Business Analytics,"Power BI, Data Analysis, HR"
2202,Student 2202,student2202@college.edu,1,HR,"Taxation, Finance, Marketing"
2203,Student 2203,student2203@college.edu,2,Marketing,"Python, Excel, Taxation"
2204,Student 2204,student2204@college.edu,1,Accounting,"HR, Taxation, Marketing"
2205,Student 2205,student2205@college.edu,2,HR,"Taxation, Data Analysis, Power BI"
2206,Student 2206,student2206@college.edu,1,Marketing,"Taxation, Finance, Marketing"
2207,Student 2207,student2207@college.edu,1,HR,"Power BI, Excel, Taxation"
2208,Student 2208,student2208@college.edu,2,HR,"Accounting, HR, Power BI"
2209,Student 2209,student2209@college.edu,1,Business Analytics,"Marketing, Python, Power BI"
2210,Student 2210,student2210@college.edu,2,Finance,"Taxation, Accounting, HR"
2211,Student 2211,student2211@college.edu,1,Accounting,"Python, Power BI, Taxation"
2212,Student 2212,student2212@college.edu,2,Business Analytics,"Finance, Data Analysis, Marketing"
2213,Student 2213,student2213@college.edu,2,Business Analytics,"Taxation, Excel, Marketing"
2214,Student 2214,student2214@college.edu,2,Accounting,"Auditing, HR, Accounting"
2215,Student 2215,student2215@college.edu,1,Business Analytics,"HR, Marketing, Auditing"
2216,Student 2216,student2216@college.edu,1,Accounting,"Marketing, Accounting, HR"
2217,Student 2217,student2217@college.edu,1,Accounting,"Taxation, Excel, Data Analysis"
2218,Student 2218,student2218@college.edu,2,Marketing,"Marketing, Auditing, Excel"
2219,Student 2219,student2219@college.edu,1,HR,"Excel, Data Analysis, Finance"
2220,Student 2220,student2220@college.edu,2,Finance,"Marketing, Python, Taxation"
2221,Student 2221,student2221@college.edu,1,HR,"Marketing, Data Analysis, Excel"
2222,Student 2222,student2222@college.edu,1,Marketing,"Python, Power BI, Finance"
2223,Student 2223,student2223@college.edu,2,Business Analytics,"Excel, Marketing, HR"
2224,Student 2224,student2224@college.edu,1,Business Analytics,"Data Analysis, Taxation, HR"
2225,Student 2225,student2225@college.edu,2,Business Analytics,"Taxation, Marketing, Excel"
2226,Student 2226,student2226@college.edu,1,HR,"Auditing, Power BI, Accounting"
2227,Student 2227,student2227@college.edu,2,Business Analytics,"Accounting, Marketing, Finance"
2228,Student 2228,student2228@college.edu,2,Marketing,"Finance, Taxation, Excel"
2229,Student 2229,student2229@college.edu,2,Finance,"HR, Taxation, Auditing"
2230,Student 2230,student2230@college.edu,1,Business Analytics,"Finance, Accounting, Taxation"
2231,Student 2231,student2231@college.edu,1,Accounting,"Accounting, HR, Taxation"
2232,Student 2232,student2232@college.edu,1,Business Analytics,"HR, Marketing, Power BI"
2233,Student 2233,student2233@college.edu,2,Finance,"Finance, Auditing, Data Analysis"
2234,Student 2234,student2234@college.edu,1,Business Analytics,"Data Analysis, Accounting, Auditing"
2235,Student 2235,student2235@college.edu,2,HR,"Python, Marketing, Accounting"
2236,Student 2236,student2236@college.edu,1,Marketing,"Python, Marketing, Taxation"
2237,Student 2237,student2237@college.edu,1,Marketing,"Marketing, Python, Finance"
2238,Student 2238,student2238@college.edu,2,Business Analytics,"Data Analysis, Auditing, HR"
2239,Student 2239,student2239@college.edu,1,Marketing,"Accounting, Data Analysis, Finance"
2240,Student 2240,student2240@college.edu,2,Accounting,"Finance, HR, Accounting"
2241,Student 2241,student2241@college.edu,1,Marketing,"Finance, Data Analysis, Python"
2242,Student 2242,student2242@college.edu,2,Finance,"Excel, Accounting, Taxation"
2243,Student 2243,student2243@college.edu,2,Business Analytics,"Taxation, Python, Marketing"
2244,Student 2244,student2244@college.edu,2,Marketing,"Excel, Marketing, Power BI"
2245,Student 2245,student2245@college.edu,1,Business Analytics,"Excel, Taxation, Data Analysis"
2246,Student 2246,student2246@college.edu,1,HR,"Python, Power BI, Finance"
2247,Student 2247,student2247@college.edu,1,Finance,"Marketing, Finance, Python"
2248,Student 2248,student2248@college.edu,2,Business Analytics,"Taxation, Data Analysis, HR"
2249,Student 2249,student2249@college.edu,1,HR,"Power BI, Auditing, HR"
2250,Student 2250,student2250@college.edu,2,HR,"Power BI, Excel, Marketing"
2251,Student 2251,student2251@college.edu,1,Marketing,"Excel, HR, Power BI"
2252,Student 2252,student2252@college.edu,1,Finance,"Accounting, Data Analysis, Finance"
2253,Student 2253,student2253@college.edu,2,Accounting,"Data Analysis, Finance, Python"
2254,Student 2254,student2254@college.edu,1,Finance,"Python, Accounting, Excel"
2255,Student 2255,student2255@college.edu,2,Marketing,"Marketing, Accounting, Finance"
2256,Student 2256,student2256@college.edu,1,HR,"Excel, Taxation, Marketing"
2257,Student 2257,student2257@college.edu,2,HR,"Auditing, Data Analysis, HR"
2258,Student 2258,student2258@college.edu,2,Finance,"Python, Marketing, Auditing"
2259,Student 2259,student2259@college.edu,2,Accounting,"Data Analysis, Power BI, HR"
2260,Student 2260,student2260@college.edu,1,Accounting,"Python, Accounting, Auditing"
2261,Student 2261,student2261@college.edu,1,Business Analytics,"Auditing, Finance, Excel"
2262,Student 2262,student2262@college.edu,2,Business Analytics,"Marketing, Auditing, Finance"
2263,Student 2263,student2263@college.edu,1,Marketing,"Accounting, Auditing, Python"
2264,Student 2264,student2264@college.edu,2,Finance,"Python, Marketing, Data Analysis"
2265,Student 2265,student2265@college.edu,1,Business Analytics,"Auditing, Marketing, Python"
2266,Student 2266,student2266@college.edu,2,Marketing,"Taxation, Python, Power BI"
2267,Student 2267,student2267@college.edu,1,HR,"Auditing, Python, Taxation"
2268,Student 2268,student2268@college.edu,1,Business Analytics,"HR, Accounting, Power BI"
2269,Student 2269,student2269@college.edu,2,Marketing,"Marketing, HR, Data Analysis"
2270,Student 2270,student2270@college.edu,1,Accounting,"Marketing, Power BI, Data Analysis"
2271,Student 2271,student2271@college.edu,2,Marketing,"Marketing, Excel, Python"
2272,Student 2272,student2272@college.edu,1,Finance,"Taxation, Python, Auditing"
2273,Student 2273,student2273@college.edu,2,HR,"Python, Data Analysis, HR"
2274,Student 2274,student2274@college.edu,2,Business Analytics,"HR, Excel, Power BI"
2275,Student 2275,student2275@college.edu,2,Finance,"Data Analysis, Accounting, Python"
2276,Student 2276,student2276@college.edu,1,Finance,"Data Analysis, Finance, Marketing"
2277,Student 2277,student2277@college.edu,1,Accounting,"Python, Data Analysis, Marketing"
2278,Student 2278,student2278@college.edu,1,Finance,"Accounting, HR, Data Analysis"
2279,Student 2279,student2279@college.edu,2,Finance,"Data Analysis, Marketing, Finance"
2280,Student 2280,student2280@college.edu,1,Business Analytics,"Power BI, Finance, Excel"
2281,Student 2281,student2281@college.edu,2,Business Analytics,"Python, Accounting, Taxation"
2282,Student 2282,student2282@college.edu,1,Business Analytics,"Excel, Finance, Marketing"
2283,Student 2283,student2283@college.edu,1,Accounting,"Power BI, Excel, Auditing"
2284,Student 2284,student2284@college.edu,2,Accounting,"Power BI, Finance, Accounting"
2285,Student 2285,student2285@college.edu,1,Accounting,"Data Analysis, Finance, Taxation"
2286,Student 2286,student2286@college.edu,2,HR,"Marketing, Data Analysis, Python"
2287,Student 2287,student2287@college.edu,1,HR,"Power BI, HR, Python"
2288,Student 2288,student2288@college.edu,2,Marketing,"Excel, Python, Accounting"
2289,Student 2289,student2289@college.edu,2,Business Analytics,"Taxation, Power BI, Python"
2290,Student 2290,student2290@college.edu,2,Marketing,"Power BI, Excel, Marketing"
2291,Student 2291,student2291@college.edu,1,HR,"Finance, Taxation, HR"
2292,Student 2292,student2292@college.edu,1,Business Analytics,"HR, Power BI, Data Analysis"
2293,Student 2293,student2293@college.edu,1,Accounting,"Taxation, Excel, Finance"
2294,Student 2294,student2294@college.edu,2,Finance,"Auditing, Marketing, Taxation"
2295,Student 2295,student2295@college.edu,1,Marketing,"Power BI, Accounting, Data Analysis"
2296,Student 2296,student2296@college.edu,2,Finance,"HR, Marketing, Data Analysis"
2297,Student 2297,student2297@college.edu,1,Marketing,"Marketing, HR, Taxation"
2298,Student 2298,student2298@college.edu,1,Finance,"Marketing, Auditing, Accounting"
2299,Student 2299,student2299@college.edu,2,HR,"Python, Power BI, Auditing"
2300,Student 2300,student2300@college.edu,1,Marketing,"Data Analysis, Accounting, Power BI"
2301,Student 2301,student2301@college.edu,2,Marketing,"Auditing, Accounting, Taxation"
2302,Student 2302,student2302@college.edu,1,Marketing,"HR, Auditing, Taxation"
2303,Student 2303,student2303@college.edu,2,Finance,"HR, Power BI, Python"
2304,Student 2304,student2304@college.edu,2,Finance,"Marketing, HR, Taxation"
2305,Student 2305,student2305@college.edu,2,HR,"Taxation, Accounting, Marketing"
2306,Student 2306,student2306@college.edu,1,Marketing,"Power BI, Taxation, Auditing"
2307,Student 2307,student2307@college.edu,1,Accounting,"Power BI, Python, HR"
2308,Student 2308,student2308@college.edu,1,Marketing,"HR, Excel, Marketing"
2309,Student 2309,student2309@college.edu,2,Accounting,"Auditing, Data Analysis, Taxation"
2310,Student 2310,student2310@college.edu,1,Business Analytics,"Taxation, Data Analysis, Python"
2311,Student 2311,student2311@college.edu,2,Accounting,"Marketing, Python, Auditing"
2312,Student 2312,student2312@college.edu,1,HR,"Power BI, Finance, Marketing"
2313,Student 2313,student2313@college.edu,1,HR,"Finance, Taxation, Marketing"
2314,Student 2314,student2314@college.edu,2,HR,"Data Analysis, Auditing, Accounting"
2315,Student 2315,student2315@college.edu,1,HR,"Finance, Power BI, Excel"
2316,Student 2316,student2316@college.edu,2,Marketing,"Excel, Finance, Auditing"
2317,Student 2317,student2317@college.edu,1,Accounting,"Marketing, Accounting, Excel"
2318,Student 2318,student2318@college.edu,2,Marketing,"Data Analysis, Power BI, Accounting"
2319,Student 2319,student2319@college.edu,2,Business Analytics,"Power BI, Python, Excel"
2320,Student 2320,student2320@college.edu,2,Marketing,"Power BI, Data Analysis, Finance"
2321,Student 2321,student2321@college.edu,1,Finance,"Auditing, Python, Power BI"
2322,Student 2322,student2322@college.edu,1,Business Analytics,"Accounting, Taxation, Excel"
2323,Student 2323,student2323@college.edu,2,HR,"Finance, Accounting, Power BI"
2324,Student 2324,student2324@college.edu,1,Business Analytics,"Data Analysis, Power BI, Excel"
2325,Student 2325,student2325@college.edu,2,Marketing,"Python, Power BI, Taxation"
2326,Student 2326,student2326@college.edu,1,Accounting,"Excel, Python, Finance"
2327,Student 2327,student2327@college.edu,2,Finance,"Data Analysis, Taxation, Power BI"
2328,Student 2328,student2328@college.edu,1,Marketing,"Taxation, Python, Accounting"
2329,Student 2329,student2329@college.edu,1,Business Analytics,"Auditing, Excel, Finance"
2330,Student 2330,student2330@college.edu,2,Accounting,"Data Analysis, Taxation, Auditing"
2331,Student 2331,student2331@college.edu,1,HR,"Auditing, Data Analysis, Marketing"
2332,Student 2332,student2332@college.edu,2,HR,"HR, Power BI, Auditing"
2333,Student 2333,student2333@college.edu,1,Marketing,"Data Analysis, Python, HR"
2334,Student 2334,student2334@college.edu,2,Accounting,"HR, Power BI, Python"
2335,Student 2335,student2335@college.edu,2,Marketing,"Finance, Data Analysis, Python"
2336,Student 2336,student2336@college.edu,2,HR,"Finance, Auditing, Data Analysis"
2337,Student 2337,student2337@college.edu,1,HR,"Excel, Marketing, Accounting"
2338,Student 2338,student2338@college.edu,1,Accounting,"Accounting, Python, Excel"
2339,Student 2339,student2339@college.edu,1,Accounting,"Accounting, Finance, Python"
2340,Student 2340,student2340@college.edu,2,HR,"Accounting, Data Analysis, Power BI"
2341,Student 2341,student2341@college.edu,1,HR,"Accounting, Taxation, Excel"
